STATE_FIPS_CODE,STATE_ALPHA,STATE_NAME,size,practice,operations,acres,total_ops,total_acres,ops_adopt,acres_adopt
47,TN,TENNESSEE,FARM AREA: (10.0 TO 49.9 ACRES),Fertilizer,11079,NA,25836,691582,0.4288202508128193,NA
48,TX,TEXAS,FARM AREA: (10.0 TO 49.9 ACRES),Fertilizer,25015,NA,81616,1975872,0.306496275240149,NA
48,TX,TEXAS,FARM AREA: (10.0 TO 49.9 ACRES),Fertilizer,25015,NA,81616,1975872,0.306496275240149,NA
49,UT,UTAH,FARM AREA: (10.0 TO 49.9 ACRES),Fertilizer,2142,NA,5254,117658,0.40768937952036544,NA
49,UT,UTAH,FARM AREA: (10.0 TO 49.9 ACRES),Fertilizer,2142,NA,5254,117658,0.40768937952036544,NA
50,VT,VERMONT,FARM AREA: (10.0 TO 49.9 ACRES),Fertilizer,550,NA,1924,48196,0.28586278586278585,NA
50,VT,VERMONT,FARM AREA: (10.0 TO 49.9 ACRES),Fertilizer,550,NA,1924,48196,0.28586278586278585,NA
51,VA,VIRGINIA,FARM AREA: (10.0 TO 49.9 ACRES),Fertilizer,5503,NA,13631,351954,0.4037121267698628,NA
51,VA,VIRGINIA,FARM AREA: (10.0 TO 49.9 ACRES),Fertilizer,5503,NA,13631,351954,0.4037121267698628,NA
53,WA,WASHINGTON,FARM AREA: (10.0 TO 49.9 ACRES),Fertilizer,4584,NA,12323,279637,0.3719873407449485,NA
53,WA,WASHINGTON,FARM AREA: (10.0 TO 49.9 ACRES),Fertilizer,4584,NA,12323,279637,0.3719873407449485,NA
54,WV,WEST VIRGINIA,FARM AREA: (10.0 TO 49.9 ACRES),Fertilizer,1981,NA,6280,171610,0.3154458598726115,NA
54,WV,WEST VIRGINIA,FARM AREA: (10.0 TO 49.9 ACRES),Fertilizer,1981,NA,6280,171610,0.3154458598726115,NA
55,WI,WISCONSIN,FARM AREA: (10.0 TO 49.9 ACRES),Fertilizer,5773,NA,16919,473381,0.3412140197411195,NA
55,WI,WISCONSIN,FARM AREA: (10.0 TO 49.9 ACRES),Fertilizer,5773,NA,16919,473381,0.3412140197411195,NA
56,WY,WYOMING,FARM AREA: (10.0 TO 49.9 ACRES),Fertilizer,716,NA,2733,78295,0.2619831686791072,NA
56,WY,WYOMING,FARM AREA: (10.0 TO 49.9 ACRES),Fertilizer,716,NA,2733,78295,0.2619831686791072,NA
1,AL,ALABAMA,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,2118,NA,NA,NA,NA,NA
2,AK,ALASKA,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,21,NA,NA,NA,NA,NA
4,AZ,ARIZONA,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,102,NA,NA,NA,NA,NA
5,AR,ARKANSAS,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,1129,NA,NA,NA,NA,NA
6,CA,CALIFORNIA,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,1845,NA,NA,NA,NA,NA
8,CO,COLORADO,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,468,NA,NA,NA,NA,NA
9,CT,CONNECTICUT,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,193,NA,NA,NA,NA,NA
10,DE,DELAWARE,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,65,NA,NA,NA,NA,NA
12,FL,FLORIDA,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,1138,NA,NA,NA,NA,NA
13,GA,GEORGIA,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,1950,NA,NA,NA,NA,NA
15,HI,HAWAII,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,70,NA,NA,NA,NA,NA
16,ID,IDAHO,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,426,NA,NA,NA,NA,NA
17,IL,ILLINOIS,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,2156,NA,NA,NA,NA,NA
18,IN,INDIANA,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,2168,NA,NA,NA,NA,NA
19,IA,IOWA,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,1690,NA,NA,NA,NA,NA
20,KS,KANSAS,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,972,NA,NA,NA,NA,NA
21,KY,KENTUCKY,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,3077,NA,NA,NA,NA,NA
22,LA,LOUISIANA,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,946,NA,NA,NA,NA,NA
23,ME,MAINE,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,295,NA,NA,NA,NA,NA
24,MD,MARYLAND,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,469,NA,NA,NA,NA,NA
25,MA,MASSACHUSETTS,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,282,NA,NA,NA,NA,NA
26,MI,MICHIGAN,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,1676,NA,NA,NA,NA,NA
27,MN,MINNESOTA,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,1344,NA,NA,NA,NA,NA
28,MS,MISSISSIPPI,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,1383,NA,NA,NA,NA,NA
29,MO,MISSOURI,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,2657,NA,NA,NA,NA,NA
30,MT,MONTANA,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,300,NA,NA,NA,NA,NA
31,NE,NEBRASKA,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,565,NA,NA,NA,NA,NA
32,NV,NEVADA,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,43,NA,NA,NA,NA,NA
33,NH,NEW HAMPSHIRE,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,130,NA,NA,NA,NA,NA
34,NJ,NEW JERSEY,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,287,NA,NA,NA,NA,NA
35,NM,NEW MEXICO,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,135,NA,NA,NA,NA,NA
36,NY,NEW YORK,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,1026,NA,NA,NA,NA,NA
37,NC,NORTH CAROLINA,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,2890,NA,NA,NA,NA,NA
38,ND,NORTH DAKOTA,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,75,NA,NA,NA,NA,NA
39,OH,OHIO,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,2968,NA,NA,NA,NA,NA
40,OK,OKLAHOMA,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,1186,NA,NA,NA,NA,NA
41,OR,OREGON,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,806,NA,NA,NA,NA,NA
42,PA,PENNSYLVANIA,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,2726,NA,NA,NA,NA,NA
44,RI,RHODE ISLAND,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,32,NA,NA,NA,NA,NA
45,SC,SOUTH CAROLINA,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,1237,NA,NA,NA,NA,NA
46,SD,SOUTH DAKOTA,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,267,NA,NA,NA,NA,NA
47,TN,TENNESSEE,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,3608,NA,NA,NA,NA,NA
48,TX,TEXAS,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,6167,NA,NA,NA,NA,NA
49,UT,UTAH,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,347,NA,NA,NA,NA,NA
50,VT,VERMONT,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,159,NA,NA,NA,NA,NA
51,VA,VIRGINIA,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,1968,NA,NA,NA,NA,NA
53,WA,WASHINGTON,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,624,NA,NA,NA,NA,NA
54,WV,WEST VIRGINIA,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,799,NA,NA,NA,NA,NA
55,WI,WISCONSIN,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,1954,NA,NA,NA,NA,NA
56,WY,WYOMING,FARM AREA: (50.0 TO 69.9 ACRES),Fertilizer,143,NA,NA,NA,NA,NA
1,AL,ALABAMA,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,2412,NA,NA,NA,NA,NA
2,AK,ALASKA,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,27,NA,NA,NA,NA,NA
4,AZ,ARIZONA,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,124,NA,NA,NA,NA,NA
5,AR,ARKANSAS,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,1672,NA,NA,NA,NA,NA
6,CA,CALIFORNIA,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,2050,NA,NA,NA,NA,NA
8,CO,COLORADO,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,678,NA,NA,NA,NA,NA
9,CT,CONNECTICUT,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,181,NA,NA,NA,NA,NA
10,DE,DELAWARE,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,80,NA,NA,NA,NA,NA
12,FL,FLORIDA,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,1283,NA,NA,NA,NA,NA
13,GA,GEORGIA,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,2146,NA,NA,NA,NA,NA
15,HI,HAWAII,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,39,NA,NA,NA,NA,NA
16,ID,IDAHO,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,638,NA,NA,NA,NA,NA
17,IL,ILLINOIS,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,3405,NA,NA,NA,NA,NA
18,IN,INDIANA,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,2967,NA,NA,NA,NA,NA
19,IA,IOWA,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,3186,NA,NA,NA,NA,NA
20,KS,KANSAS,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,2179,NA,NA,NA,NA,NA
21,KY,KENTUCKY,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,3755,NA,NA,NA,NA,NA
22,LA,LOUISIANA,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,915,NA,NA,NA,NA,NA
23,ME,MAINE,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,288,NA,NA,NA,NA,NA
24,MD,MARYLAND,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,451,NA,NA,NA,NA,NA
25,MA,MASSACHUSETTS,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,243,NA,NA,NA,NA,NA
26,MI,MICHIGAN,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,2426,NA,NA,NA,NA,NA
27,MN,MINNESOTA,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,2352,NA,NA,NA,NA,NA
28,MS,MISSISSIPPI,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,1652,NA,NA,NA,NA,NA
29,MO,MISSOURI,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,4555,NA,NA,NA,NA,NA
30,MT,MONTANA,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,355,NA,NA,NA,NA,NA
31,NE,NEBRASKA,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,1274,NA,NA,NA,NA,NA
32,NV,NEVADA,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,46,NA,NA,NA,NA,NA
33,NH,NEW HAMPSHIRE,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,194,NA,NA,NA,NA,NA
34,NJ,NEW JERSEY,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,264,NA,NA,NA,NA,NA
35,NM,NEW MEXICO,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,192,NA,NA,NA,NA,NA
36,NY,NEW YORK,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,1278,NA,NA,NA,NA,NA
37,NC,NORTH CAROLINA,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,2753,NA,NA,NA,NA,NA
38,ND,NORTH DAKOTA,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,203,NA,NA,NA,NA,NA
39,OH,OHIO,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,4084,NA,NA,NA,NA,NA
40,OK,OKLAHOMA,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,2316,NA,NA,NA,NA,NA
41,OR,OREGON,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,943,NA,NA,NA,NA,NA
42,PA,PENNSYLVANIA,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,3417,NA,NA,NA,NA,NA
44,RI,RHODE ISLAND,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,50,NA,NA,NA,NA,NA
45,SC,SOUTH CAROLINA,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,1005,NA,NA,NA,NA,NA
46,SD,SOUTH DAKOTA,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,436,NA,NA,NA,NA,NA
47,TN,TENNESSEE,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,3797,NA,NA,NA,NA,NA
48,TX,TEXAS,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,6331,NA,NA,NA,NA,NA
49,UT,UTAH,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,429,NA,NA,NA,NA,NA
50,VT,VERMONT,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,220,NA,NA,NA,NA,NA
51,VA,VIRGINIA,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,2267,NA,NA,NA,NA,NA
53,WA,WASHINGTON,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,641,NA,NA,NA,NA,NA
54,WV,WEST VIRGINIA,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,994,NA,NA,NA,NA,NA
55,WI,WISCONSIN,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,3096,NA,NA,NA,NA,NA
56,WY,WYOMING,FARM AREA: (70.0 TO 99.9 ACRES),Fertilizer,228,NA,NA,NA,NA,NA
1,AL,ALABAMA,FARM AREA: (100 TO 139 ACRES),Fertilizer,2438,NA,NA,NA,NA,NA
2,AK,ALASKA,FARM AREA: (100 TO 139 ACRES),Fertilizer,23,NA,NA,NA,NA,NA
4,AZ,ARIZONA,FARM AREA: (100 TO 139 ACRES),Fertilizer,113,NA,NA,NA,NA,NA
5,AR,ARKANSAS,FARM AREA: (100 TO 139 ACRES),Fertilizer,1768,NA,NA,NA,NA,NA
6,CA,CALIFORNIA,FARM AREA: (100 TO 139 ACRES),Fertilizer,1790,NA,NA,NA,NA,NA
8,CO,COLORADO,FARM AREA: (100 TO 139 ACRES),Fertilizer,533,NA,NA,NA,NA,NA
9,CT,CONNECTICUT,FARM AREA: (100 TO 139 ACRES),Fertilizer,171,NA,NA,NA,NA,NA
10,DE,DELAWARE,FARM AREA: (100 TO 139 ACRES),Fertilizer,81,NA,NA,NA,NA,NA
12,FL,FLORIDA,FARM AREA: (100 TO 139 ACRES),Fertilizer,1011,NA,NA,NA,NA,NA
13,GA,GEORGIA,FARM AREA: (100 TO 139 ACRES),Fertilizer,2126,NA,NA,NA,NA,NA
15,HI,HAWAII,FARM AREA: (100 TO 139 ACRES),Fertilizer,42,NA,NA,NA,NA,NA
16,ID,IDAHO,FARM AREA: (100 TO 139 ACRES),Fertilizer,459,NA,NA,NA,NA,NA
17,IL,ILLINOIS,FARM AREA: (100 TO 139 ACRES),Fertilizer,3079,NA,NA,NA,NA,NA
18,IN,INDIANA,FARM AREA: (100 TO 139 ACRES),Fertilizer,2848,NA,NA,NA,NA,NA
19,IA,IOWA,FARM AREA: (100 TO 139 ACRES),Fertilizer,3338,NA,NA,NA,NA,NA
20,KS,KANSAS,FARM AREA: (100 TO 139 ACRES),Fertilizer,1655,NA,NA,NA,NA,NA
21,KY,KENTUCKY,FARM AREA: (100 TO 139 ACRES),Fertilizer,4249,NA,NA,NA,NA,NA
22,LA,LOUISIANA,FARM AREA: (100 TO 139 ACRES),Fertilizer,850,NA,NA,NA,NA,NA
23,ME,MAINE,FARM AREA: (100 TO 139 ACRES),Fertilizer,340,NA,NA,NA,NA,NA
24,MD,MARYLAND,FARM AREA: (100 TO 139 ACRES),Fertilizer,588,NA,NA,NA,NA,NA
25,MA,MASSACHUSETTS,FARM AREA: (100 TO 139 ACRES),Fertilizer,277,NA,NA,NA,NA,NA
26,MI,MICHIGAN,FARM AREA: (100 TO 139 ACRES),Fertilizer,2223,NA,NA,NA,NA,NA
27,MN,MINNESOTA,FARM AREA: (100 TO 139 ACRES),Fertilizer,2549,NA,NA,NA,NA,NA
28,MS,MISSISSIPPI,FARM AREA: (100 TO 139 ACRES),Fertilizer,1871,NA,NA,NA,NA,NA
29,MO,MISSOURI,FARM AREA: (100 TO 139 ACRES),Fertilizer,4873,NA,NA,NA,NA,NA
30,MT,MONTANA,FARM AREA: (100 TO 139 ACRES),Fertilizer,316,NA,NA,NA,NA,NA
31,NE,NEBRASKA,FARM AREA: (100 TO 139 ACRES),Fertilizer,1040,NA,NA,NA,NA,NA
32,NV,NEVADA,FARM AREA: (100 TO 139 ACRES),Fertilizer,49,NA,NA,NA,NA,NA
33,NH,NEW HAMPSHIRE,FARM AREA: (100 TO 139 ACRES),Fertilizer,153,NA,NA,NA,NA,NA
34,NJ,NEW JERSEY,FARM AREA: (100 TO 139 ACRES),Fertilizer,292,NA,NA,NA,NA,NA
35,NM,NEW MEXICO,FARM AREA: (100 TO 139 ACRES),Fertilizer,178,NA,NA,NA,NA,NA
36,NY,NEW YORK,FARM AREA: (100 TO 139 ACRES),Fertilizer,1542,NA,NA,NA,NA,NA
37,NC,NORTH CAROLINA,FARM AREA: (100 TO 139 ACRES),Fertilizer,2563,NA,NA,NA,NA,NA
38,ND,NORTH DAKOTA,FARM AREA: (100 TO 139 ACRES),Fertilizer,204,NA,NA,NA,NA,NA
39,OH,OHIO,FARM AREA: (100 TO 139 ACRES),Fertilizer,3971,NA,NA,NA,NA,NA
40,OK,OKLAHOMA,FARM AREA: (100 TO 139 ACRES),Fertilizer,1966,NA,NA,NA,NA,NA
41,OR,OREGON,FARM AREA: (100 TO 139 ACRES),Fertilizer,730,NA,NA,NA,NA,NA
42,PA,PENNSYLVANIA,FARM AREA: (100 TO 139 ACRES),Fertilizer,3469,NA,NA,NA,NA,NA
44,RI,RHODE ISLAND,FARM AREA: (100 TO 139 ACRES),Fertilizer,48,NA,NA,NA,NA,NA
45,SC,SOUTH CAROLINA,FARM AREA: (100 TO 139 ACRES),Fertilizer,1148,NA,NA,NA,NA,NA
46,SD,SOUTH DAKOTA,FARM AREA: (100 TO 139 ACRES),Fertilizer,438,NA,NA,NA,NA,NA
47,TN,TENNESSEE,FARM AREA: (100 TO 139 ACRES),Fertilizer,3942,NA,NA,NA,NA,NA
48,TX,TEXAS,FARM AREA: (100 TO 139 ACRES),Fertilizer,6638,NA,NA,NA,NA,NA
49,UT,UTAH,FARM AREA: (100 TO 139 ACRES),Fertilizer,389,NA,NA,NA,NA,NA
50,VT,VERMONT,FARM AREA: (100 TO 139 ACRES),Fertilizer,198,NA,NA,NA,NA,NA
51,VA,VIRGINIA,FARM AREA: (100 TO 139 ACRES),Fertilizer,2418,NA,NA,NA,NA,NA
53,WA,WASHINGTON,FARM AREA: (100 TO 139 ACRES),Fertilizer,649,NA,NA,NA,NA,NA
54,WV,WEST VIRGINIA,FARM AREA: (100 TO 139 ACRES),Fertilizer,1066,NA,NA,NA,NA,NA
55,WI,WISCONSIN,FARM AREA: (100 TO 139 ACRES),Fertilizer,3543,NA,NA,NA,NA,NA
56,WY,WYOMING,FARM AREA: (100 TO 139 ACRES),Fertilizer,148,NA,NA,NA,NA,NA
1,AL,ALABAMA,FARM AREA: (140 TO 179 ACRES),Fertilizer,1508,NA,NA,NA,NA,NA
2,AK,ALASKA,FARM AREA: (140 TO 179 ACRES),Fertilizer,23,NA,NA,NA,NA,NA
4,AZ,ARIZONA,FARM AREA: (140 TO 179 ACRES),Fertilizer,89,NA,NA,NA,NA,NA
5,AR,ARKANSAS,FARM AREA: (140 TO 179 ACRES),Fertilizer,1511,NA,NA,NA,NA,NA
6,CA,CALIFORNIA,FARM AREA: (140 TO 179 ACRES),Fertilizer,1564,NA,NA,NA,NA,NA
8,CO,COLORADO,FARM AREA: (140 TO 179 ACRES),Fertilizer,527,NA,NA,NA,NA,NA
9,CT,CONNECTICUT,FARM AREA: (140 TO 179 ACRES),Fertilizer,105,NA,NA,NA,NA,NA
10,DE,DELAWARE,FARM AREA: (140 TO 179 ACRES),Fertilizer,64,NA,NA,NA,NA,NA
12,FL,FLORIDA,FARM AREA: (140 TO 179 ACRES),Fertilizer,677,NA,NA,NA,NA,NA
13,GA,GEORGIA,FARM AREA: (140 TO 179 ACRES),Fertilizer,1504,NA,NA,NA,NA,NA
15,HI,HAWAII,FARM AREA: (140 TO 179 ACRES),Fertilizer,21,NA,NA,NA,NA,NA
16,ID,IDAHO,FARM AREA: (140 TO 179 ACRES),Fertilizer,405,NA,NA,NA,NA,NA
17,IL,ILLINOIS,FARM AREA: (140 TO 179 ACRES),Fertilizer,2872,NA,NA,NA,NA,NA
18,IN,INDIANA,FARM AREA: (140 TO 179 ACRES),Fertilizer,1879,NA,NA,NA,NA,NA
19,IA,IOWA,FARM AREA: (140 TO 179 ACRES),Fertilizer,4064,NA,NA,NA,NA,NA
20,KS,KANSAS,FARM AREA: (140 TO 179 ACRES),Fertilizer,2513,NA,NA,NA,NA,NA
21,KY,KENTUCKY,FARM AREA: (140 TO 179 ACRES),Fertilizer,2731,NA,NA,NA,NA,NA
22,LA,LOUISIANA,FARM AREA: (140 TO 179 ACRES),Fertilizer,650,NA,NA,NA,NA,NA
23,ME,MAINE,FARM AREA: (140 TO 179 ACRES),Fertilizer,196,NA,NA,NA,NA,NA
24,MD,MARYLAND,FARM AREA: (140 TO 179 ACRES),Fertilizer,388,NA,NA,NA,NA,NA
25,MA,MASSACHUSETTS,FARM AREA: (140 TO 179 ACRES),Fertilizer,135,NA,NA,NA,NA,NA
26,MI,MICHIGAN,FARM AREA: (140 TO 179 ACRES),Fertilizer,1502,NA,NA,NA,NA,NA
27,MN,MINNESOTA,FARM AREA: (140 TO 179 ACRES),Fertilizer,3042,NA,NA,NA,NA,NA
28,MS,MISSISSIPPI,FARM AREA: (140 TO 179 ACRES),Fertilizer,1354,NA,NA,NA,NA,NA
29,MO,MISSOURI,FARM AREA: (140 TO 179 ACRES),Fertilizer,4059,NA,NA,NA,NA,NA
30,MT,MONTANA,FARM AREA: (140 TO 179 ACRES),Fertilizer,344,NA,NA,NA,NA,NA
31,NE,NEBRASKA,FARM AREA: (140 TO 179 ACRES),Fertilizer,1744,NA,NA,NA,NA,NA
32,NV,NEVADA,FARM AREA: (140 TO 179 ACRES),Fertilizer,54,NA,NA,NA,NA,NA
33,NH,NEW HAMPSHIRE,FARM AREA: (140 TO 179 ACRES),Fertilizer,109,NA,NA,NA,NA,NA
34,NJ,NEW JERSEY,FARM AREA: (140 TO 179 ACRES),Fertilizer,140,NA,NA,NA,NA,NA
35,NM,NEW MEXICO,FARM AREA: (140 TO 179 ACRES),Fertilizer,157,NA,NA,NA,NA,NA
36,NY,NEW YORK,FARM AREA: (140 TO 179 ACRES),Fertilizer,1080,NA,NA,NA,NA,NA
37,NC,NORTH CAROLINA,FARM AREA: (140 TO 179 ACRES),Fertilizer,1570,NA,NA,NA,NA,NA
38,ND,NORTH DAKOTA,FARM AREA: (140 TO 179 ACRES),Fertilizer,432,NA,NA,NA,NA,NA
39,OH,OHIO,FARM AREA: (140 TO 179 ACRES),Fertilizer,2836,NA,NA,NA,NA,NA
40,OK,OKLAHOMA,FARM AREA: (140 TO 179 ACRES),Fertilizer,2563,NA,NA,NA,NA,NA
41,OR,OREGON,FARM AREA: (140 TO 179 ACRES),Fertilizer,599,NA,NA,NA,NA,NA
42,PA,PENNSYLVANIA,FARM AREA: (140 TO 179 ACRES),Fertilizer,2235,NA,NA,NA,NA,NA
44,RI,RHODE ISLAND,FARM AREA: (140 TO 179 ACRES),Fertilizer,20,NA,NA,NA,NA,NA
45,SC,SOUTH CAROLINA,FARM AREA: (140 TO 179 ACRES),Fertilizer,749,NA,NA,NA,NA,NA
46,SD,SOUTH DAKOTA,FARM AREA: (140 TO 179 ACRES),Fertilizer,812,NA,NA,NA,NA,NA
47,TN,TENNESSEE,FARM AREA: (140 TO 179 ACRES),Fertilizer,2575,NA,NA,NA,NA,NA
48,TX,TEXAS,FARM AREA: (140 TO 179 ACRES),Fertilizer,4863,NA,NA,NA,NA,NA
49,UT,UTAH,FARM AREA: (140 TO 179 ACRES),Fertilizer,291,NA,NA,NA,NA,NA
50,VT,VERMONT,FARM AREA: (140 TO 179 ACRES),Fertilizer,147,NA,NA,NA,NA,NA
51,VA,VIRGINIA,FARM AREA: (140 TO 179 ACRES),Fertilizer,1687,NA,NA,NA,NA,NA
53,WA,WASHINGTON,FARM AREA: (140 TO 179 ACRES),Fertilizer,470,NA,NA,NA,NA,NA
54,WV,WEST VIRGINIA,FARM AREA: (140 TO 179 ACRES),Fertilizer,772,NA,NA,NA,NA,NA
55,WI,WISCONSIN,FARM AREA: (140 TO 179 ACRES),Fertilizer,3091,NA,NA,NA,NA,NA
56,WY,WYOMING,FARM AREA: (140 TO 179 ACRES),Fertilizer,149,NA,NA,NA,NA,NA
1,AL,ALABAMA,FARM AREA: (180 TO 219 ACRES),Fertilizer,1205,NA,NA,NA,NA,NA
2,AK,ALASKA,FARM AREA: (180 TO 219 ACRES),Fertilizer,6,NA,NA,NA,NA,NA
4,AZ,ARIZONA,FARM AREA: (180 TO 219 ACRES),Fertilizer,53,NA,NA,NA,NA,NA
5,AR,ARKANSAS,FARM AREA: (180 TO 219 ACRES),Fertilizer,1147,NA,NA,NA,NA,NA
6,CA,CALIFORNIA,FARM AREA: (180 TO 219 ACRES),Fertilizer,1015,NA,NA,NA,NA,NA
8,CO,COLORADO,FARM AREA: (180 TO 219 ACRES),Fertilizer,243,NA,NA,NA,NA,NA
9,CT,CONNECTICUT,FARM AREA: (180 TO 219 ACRES),Fertilizer,69,NA,NA,NA,NA,NA
10,DE,DELAWARE,FARM AREA: (180 TO 219 ACRES),Fertilizer,50,NA,NA,NA,NA,NA
12,FL,FLORIDA,FARM AREA: (180 TO 219 ACRES),Fertilizer,489,NA,NA,NA,NA,NA
13,GA,GEORGIA,FARM AREA: (180 TO 219 ACRES),Fertilizer,1110,NA,NA,NA,NA,NA
15,HI,HAWAII,FARM AREA: (180 TO 219 ACRES),Fertilizer,13,NA,NA,NA,NA,NA
16,ID,IDAHO,FARM AREA: (180 TO 219 ACRES),Fertilizer,287,NA,NA,NA,NA,NA
17,IL,ILLINOIS,FARM AREA: (180 TO 219 ACRES),Fertilizer,2118,NA,NA,NA,NA,NA
18,IN,INDIANA,FARM AREA: (180 TO 219 ACRES),Fertilizer,1423,NA,NA,NA,NA,NA
19,IA,IOWA,FARM AREA: (180 TO 219 ACRES),Fertilizer,2911,NA,NA,NA,NA,NA
20,KS,KANSAS,FARM AREA: (180 TO 219 ACRES),Fertilizer,1122,NA,NA,NA,NA,NA
